attacker_template,attacker_name,attacker_archetype,defender_template,defender_name,defender_archetype,defender_cluster_tier,base_weight,weight,basis,source,rationale
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,2,2,override,USER-REQ,Pathfinder hard-counters toxin rebels
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaTankCrusader,Crusader,tank_medium,medium,3,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaTankPaladin,Paladin,tank_heavy,hard,2,1,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleHumvee,Humvee,vehicle_light,easy,6,5,override,USER-REQ,Toxin variant performs significantly better vs vehicles
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleMedic,Ambulance,vehicle_light,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,AmericaVehicleTomahawk,Tomahawk,artillery,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaBunker,Bunker,base_defense,medium,2,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,5,4,override,USER-REQ,Same
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaTankDragon,Dragon Tank,tank_medium,medium,3,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,3,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaTankOverlord,Overlord,tank_heavy,hard,2,1,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,5,5,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAInfantryWorker,Worker,infantry_rifle,easy,5,5,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAStingerSite,Stinger Site,base_defense,medium,2,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLATankMarauder,Marauder Tank,tank_heavy,hard,2,1,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLATankScorpion,Scorpion,tank_medium,medium,5,4,override,USER-REQ,Same
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleBombTruck,Bomb Truck,suicide,easy,7,6,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,3,2,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,4,3,archetype_matrix,,
Chem_GLAInfantryRebel,Rebel (Toxin),infantry_rifle,GLAVehicleTechnical,Technical,vehicle_light,easy,4,4,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,5,4,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaTankCrusader,Crusader,tank_medium,medium,3,2,override,INI-DPS,Can disable vehicles but no direct damage; stealth capture potential
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaTankPaladin,Paladin,tank_heavy,hard,1,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleComanche,Comanche,air_helicopter,hard,1,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleDozer,Construction Dozer,support,easy,5,4,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleHumvee,Humvee,vehicle_light,easy,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleMedic,Ambulance,vehicle_light,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,AmericaVehicleTomahawk,Tomahawk,artillery,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaBunker,Bunker,base_defense,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaTankDragon,Dragon Tank,tank_medium,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaTankOverlord,Overlord,tank_heavy,hard,2,1,override,INI-DPS,Can disable but Overlord's bulk makes capture risky
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaVehicleDozer,Construction Dozer,support,easy,5,4,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,8,6,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAInfantryWorker,Worker,infantry_rifle,easy,8,6,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAStingerSite,Stinger Site,base_defense,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLATankMarauder,Marauder Tank,tank_heavy,hard,1,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLATankScorpion,Scorpion,tank_medium,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleBombTruck,Bomb Truck,suicide,easy,6,5,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleDozer,Construction Dozer,support,easy,5,4,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,2,1,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,3,2,archetype_matrix,,
ChinaInfantryBlackLotus,Black Lotus,infantry_elite,GLAVehicleTechnical,Technical,vehicle_light,easy,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,3,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaPatriotBattery,Patriot Missile,base_defense,medium,2,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaTankCrusader,Crusader,tank_medium,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaTankPaladin,Paladin,tank_heavy,hard,2,1,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleHumvee,Humvee,vehicle_light,easy,4,4,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleMedic,Ambulance,vehicle_light,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,AmericaVehicleTomahawk,Tomahawk,artillery,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaBunker,Bunker,base_defense,medium,2,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,2,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaTankDragon,Dragon Tank,tank_medium,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaTankOverlord,Overlord,tank_heavy,hard,2,1,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,5,5,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAInfantryWorker,Worker,infantry_rifle,easy,5,5,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAStingerSite,Stinger Site,base_defense,medium,2,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLATankMarauder,Marauder Tank,tank_heavy,hard,2,1,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLATankScorpion,Scorpion,tank_medium,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLATunnelNetwork,Tunnel Network,base_defense,medium,2,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleBombTruck,Bomb Truck,suicide,easy,7,6,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,3,2,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,4,3,archetype_matrix,,
ChinaInfantryRedguard,Red Guard,infantry_rifle,GLAVehicleTechnical,Technical,vehicle_light,easy,4,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,2,2,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaPatriotBattery,Patriot Missile,base_defense,medium,6,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaTankCrusader,Crusader,tank_medium,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaTankPaladin,Paladin,tank_heavy,hard,6,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleComanche,Comanche,air_helicopter,hard,6,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleHumvee,Humvee,vehicle_light,easy,5,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleMedic,Ambulance,vehicle_light,medium,5,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,AmericaVehicleTomahawk,Tomahawk,artillery,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaBunker,Bunker,base_defense,medium,6,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,6,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaTankDragon,Dragon Tank,tank_medium,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,5,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaTankOverlord,Overlord,tank_heavy,hard,6,4,override,INI-cost,Same group-scale as MD; 5-6 Tank Hunters overwhelm
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,2,2,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAInfantryWorker,Worker,infantry_rifle,easy,2,2,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAStingerSite,Stinger Site,base_defense,medium,6,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLATankMarauder,Marauder Tank,tank_heavy,hard,6,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLATankScorpion,Scorpion,tank_medium,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLATunnelNetwork,Tunnel Network,base_defense,medium,6,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleBombTruck,Bomb Truck,suicide,easy,4,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,5,4,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,7,6,archetype_matrix,,
ChinaInfantryTankHunter,Tank Hunter,infantry_rocket,GLAVehicleTechnical,Technical,vehicle_light,easy,5,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,6,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaPatriotBattery,Patriot Missile,base_defense,medium,3,2,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaTankCrusader,Crusader,tank_medium,medium,7,6,override,INI-DPS,JET_MISSILES effective vs tanks
ChinaJetMIG,MiG,air_plane,AmericaTankPaladin,Paladin,tank_heavy,hard,7,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleComanche,Comanche,air_helicopter,hard,6,4,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleHumvee,Humvee,vehicle_light,easy,8,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleMedic,Ambulance,vehicle_light,medium,8,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,AmericaVehicleTomahawk,Tomahawk,artillery,medium,9,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaBunker,Bunker,base_defense,medium,3,2,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,3,2,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaTankBattleMaster,Battlemaster,tank_medium,medium,7,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaTankDragon,Dragon Tank,tank_medium,medium,7,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,2,2,override,INI-DPS,AA counter; JET_MISSILES 30% reduction
ChinaJetMIG,MiG,air_plane,ChinaTankOverlord,Overlord,tank_heavy,hard,7,5,override,CNCW-Overlord,MiG burst damage effective but needs multiple passes
ChinaJetMIG,MiG,air_plane,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,9,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,9,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAStingerSite,Stinger Site,base_defense,medium,3,2,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLATankMarauder,Marauder Tank,tank_heavy,hard,7,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLATankScorpion,Scorpion,tank_medium,medium,7,6,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLATunnelNetwork,Tunnel Network,base_defense,medium,3,2,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAVehicleBombTruck,Bomb Truck,suicide,easy,8,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,2,2,override,INI-DPS,AA counter
ChinaJetMIG,MiG,air_plane,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,9,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,9,7,archetype_matrix,,
ChinaJetMIG,MiG,air_plane,GLAVehicleTechnical,Technical,vehicle_light,easy,8,7,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaPatriotBattery,Patriot Missile,base_defense,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaTankCrusader,Crusader,tank_medium,medium,5,4,override,GF-26006,Crusader wins marginally in 1v1; Battlemaster better in groups with horde effect
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaTankPaladin,Paladin,tank_heavy,hard,3,2,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleHumvee,Humvee,vehicle_light,easy,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleMedic,Ambulance,vehicle_light,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,AmericaVehicleTomahawk,Tomahawk,artillery,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaBunker,Bunker,base_defense,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaTankDragon,Dragon Tank,tank_medium,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaTankGattling,Gattling Tank,vehicle_anti_air,medium,6,5,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaTankOverlord,Overlord,tank_heavy,hard,3,2,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaVehicleInfernoCannon,Inferno Cannon,artillery,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,ChinaVehicleNukeLauncher,Nuke Cannon,artillery,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAInfantryAngryMobNexus,<<ANGRY M0B>>,infantry_rifle,easy,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAInfantryWorker,Worker,infantry_rifle,easy,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAStingerSite,Stinger Site,base_defense,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLATankMarauder,Marauder Tank,tank_heavy,hard,3,2,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLATankScorpion,Scorpion,tank_medium,medium,7,6,override,INI-DPS,BM 60dmg/2s AP vs Scorpion 370HP = 6.2s; Scorpion 20dmg/1s = 20DPS vs 400HP = 20s
ChinaTankBattleMaster,Battlemaster,tank_medium,GLATunnelNetwork,Tunnel Network,base_defense,medium,5,4,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleBombTruck,Bomb Truck,suicide,easy,2,2,override,CNCW-Overlord,Same explosion lethality
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleQuadCannon,Quad Cannon,vehicle_anti_air,medium,6,5,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleRocketBuggy,Rocket Buggy,artillery,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleScudLauncher,SCUD Launcher,artillery,medium,7,6,archetype_matrix,,
ChinaTankBattleMaster,Battlemaster,tank_medium,GLAVehicleTechnical,Technical,vehicle_light,easy,7,6,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaInfantryPathfinder,Pathfinder,infantry_elite,easy,7,6,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaPatriotBattery,Patriot Missile,base_defense,medium,5,4,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaTankCrusader,Crusader,tank_medium,medium,3,2,override,INI-DPS,FLAME 25% vs TankArmor = 62.5DPS vs 480HP = 7.7s; but range 75 vs 150 means takes heavy fire closing distance
ChinaTankDragon,Dragon Tank,tank_medium,AmericaTankPaladin,Paladin,tank_heavy,hard,3,2,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleChinook,Chinook,support,hard,5,3,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleComanche,Comanche,air_helicopter,hard,2,1,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleDozer,Construction Dozer,support,easy,5,5,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleHumvee,Humvee,vehicle_light,easy,7,6,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleMedic,Ambulance,vehicle_light,medium,7,6,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,AmericaVehicleTomahawk,Tomahawk,artillery,medium,7,6,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,ChinaBunker,Bunker,base_defense,medium,5,4,archetype_matrix,,
ChinaTankDragon,Dragon Tank,tank_medium,ChinaGattlingCannon,Gattling Cannon,base_defense,medium,5,4,archetype_matrix,,
